,Method Name,Stealing Dataset Size,Accuracy
5,KnockoffNet,20000,0.2064836986553693
6,KnockoffNet,25000,0.1935899797384417
7,KnockoffNet,40000,0.11180696260821514
8,KnockoffNet,50000,0.12617424940136304
0,KnockoffNet,250,0.011317338162064282
1,KnockoffNet,500,0.045722046174739704
2,KnockoffNet,1000,0.03425381017051456
3,KnockoffNet,5000,0.08148483476686283
4,KnockoffNet,10000,0.06443337860268598
5,KnockoffNet,20000,0.033046627433227706
6,KnockoffNet,25000,0.08963331824354911
7,KnockoffNet,40000,0.13188471404858912
8,KnockoffNet,50000,0.12886675720537197
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.04345857854232685
2,KnockoffNet,1000,0.031084955485136564
3,KnockoffNet,5000,0.033197525275388565
4,KnockoffNet,10000,0.08269201750414969
5,KnockoffNet,20000,0.038780745435340276
6,KnockoffNet,25000,0.1990342538101705
7,KnockoffNet,40000,0.07861777576580654
8,KnockoffNet,50000,0.2688999547306474
0,KnockoffNet,250,0.012239678480087687
1,KnockoffNet,500,0.0014614541468761417
2,KnockoffNet,1000,0.00036536353671903543
3,KnockoffNet,5000,0.00018268176835951772
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0005480453050785532
6,KnockoffNet,25000,0.0009134088417975886
7,KnockoffNet,40000,0.0
8,KnockoffNet,50000,0.006941907197661673
0,KnockoffNet,250,0.00036536353671903543
1,KnockoffNet,500,0.0005480453050785532
2,KnockoffNet,1000,0.0010960906101571063
3,KnockoffNet,5000,0.0005480453050785532
4,KnockoffNet,10000,0.00018268176835951772
5,KnockoffNet,20000,0.0014614541468761417
6,KnockoffNet,25000,0.0038363171355498722
7,KnockoffNet,40000,0.00036536353671903543
8,KnockoffNet,50000,0.00566313481914505
0,KnockoffNet,250,0.002386228055224135
1,KnockoffNet,500,0.0035793420828362024
2,KnockoffNet,1000,0.005965570138060337
3,KnockoffNet,5000,0.018748934719618204
4,KnockoffNet,10000,0.10465314470768707
5,KnockoffNet,20000,0.027952957218339868
6,KnockoffNet,25000,0.1511845917845577
7,KnockoffNet,40000,0.11539117095619567
8,KnockoffNet,50000,0.07363217998977331
0,KnockoffNet,250,0.0005113345832623146
1,KnockoffNet,500,0.0011931140276120675
2,KnockoffNet,1000,0.003920231805011079
3,KnockoffNet,5000,0.008692687915459348
4,KnockoffNet,10000,0.01908982444179308
5,KnockoffNet,20000,0.07516618373956026
6,KnockoffNet,25000,0.027271177773990116
7,KnockoffNet,40000,0.036475200272711776
8,KnockoffNet,50000,0.22515766149650587
0,KnockoffNet,250,0.47300469483568075
1,KnockoffNet,500,0.013916834339369551
2,KnockoffNet,1000,0.011904761904761904
3,KnockoffNet,5000,0.019785378940308518
4,KnockoffNet,10000,0.0077129443326626424
5,KnockoffNet,20000,0.007042253521126761
6,KnockoffNet,25000,0.005700871898054996
7,KnockoffNet,40000,0.0482897384305835
8,KnockoffNet,50000,0.10613682092555332
0,KnockoffNet,250,0.13564721663313212
1,KnockoffNet,500,0.008551307847082495
2,KnockoffNet,1000,0.08903420523138833
3,KnockoffNet,5000,0.0030181086519114686
4,KnockoffNet,10000,0.004694835680751174
5,KnockoffNet,20000,0.42035546613011404
6,KnockoffNet,25000,0.008551307847082495
7,KnockoffNet,40000,0.20020120724346077
8,KnockoffNet,50000,0.0999329309188464
0,KnockoffNet,250,0.006251085257857267
1,KnockoffNet,500,0.006424726515019969
2,KnockoffNet,1000,0.0041673901719048445
3,KnockoffNet,5000,0.007813856572321583
4,KnockoffNet,10000,0.031255426289286334
5,KnockoffNet,20000,0.06060079874978295
6,KnockoffNet,25000,0.03507553394686577
7,KnockoffNet,40000,0.21913526653932974
8,KnockoffNet,50000,0.037159229032818195
0,KnockoffNet,250,0.0050355964577183535
1,KnockoffNet,500,0.02413613474561556
2,KnockoffNet,1000,0.0010418475429762111
3,KnockoffNet,5000,0.0034728251432540372
4,KnockoffNet,10000,0.056433408577878104
5,KnockoffNet,20000,0.11373502344156972
6,KnockoffNet,25000,0.056954332349366206
7,KnockoffNet,40000,0.0649418301788505
8,KnockoffNet,50000,0.11946518492793888
0,KnockoffNet,250,0.0018667164457718873
1,KnockoffNet,500,0.0005600149337315662
2,KnockoffNet,1000,0.00018667164457718873
3,KnockoffNet,5000,0.002053388090349076
4,KnockoffNet,10000,0.003546761246966586
5,KnockoffNet,20000,0.006533507560201606
6,KnockoffNet,25000,0.018293821168564494
7,KnockoffNet,40000,0.043121149897330596
8,KnockoffNet,50000,0.03266753780100803
0,KnockoffNet,250,0.27104722792607805
1,KnockoffNet,500,0.003920104536120963
2,KnockoffNet,1000,0.0013067015120403211
3,KnockoffNet,5000,0.0024267313795034535
4,KnockoffNet,10000,0.007840209072241927
5,KnockoffNet,20000,0.0630950158670898
6,KnockoffNet,25000,0.056374836662310995
7,KnockoffNet,40000,0.09314915064401717
8,KnockoffNet,50000,0.05282807541534441
0,KnockoffNet,250,0.00580997949419002
1,KnockoffNet,500,0.0015379357484620643
2,KnockoffNet,1000,0.0035885167464114833
3,KnockoffNet,5000,0.0008544087491455912
4,KnockoffNet,10000,0.0063226247436773755
5,KnockoffNet,20000,0.06818181818181818
6,KnockoffNet,25000,0.05844155844155844
7,KnockoffNet,40000,0.020847573479152427
8,KnockoffNet,50000,0.03588516746411483
0,KnockoffNet,250,0.00393028024606972
1,KnockoffNet,500,0.00786056049213944
2,KnockoffNet,1000,0.03844839371155161
3,KnockoffNet,5000,0.02836637047163363
4,KnockoffNet,10000,0.10799726589200273
5,KnockoffNet,20000,0.007006151742993848
6,KnockoffNet,25000,0.030416951469583047
7,KnockoffNet,40000,0.02563226247436774
8,KnockoffNet,50000,0.04784688995215311
0,KnockoffNet,250,0.004596191726854892
1,KnockoffNet,500,0.0809258043335522
2,KnockoffNet,1000,0.03808273145108339
3,KnockoffNet,5000,0.026920551543007223
4,KnockoffNet,10000,0.012311227839789888
5,KnockoffNet,20000,0.028233749179251477
6,KnockoffNet,25000,0.036769533814839134
7,KnockoffNet,40000,0.03890347997373605
8,KnockoffNet,50000,0.021831910702560735
0,KnockoffNet,250,0.01969796454366382
1,KnockoffNet,500,0.037918581746552854
2,KnockoffNet,1000,0.010998030203545634
3,KnockoffNet,5000,0.0257715036112935
4,KnockoffNet,10000,0.018384766907419567
5,KnockoffNet,20000,0.06401838476690742
6,KnockoffNet,25000,0.06533158240315168
7,KnockoffNet,40000,0.02774130006565988
8,KnockoffNet,50000,0.02232435981615233
0,KnockoffNet,250,0.0003714710252600297
1,KnockoffNet,500,0.002228826151560178
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0005572065378900445
4,KnockoffNet,10000,0.0003714710252600297
5,KnockoffNet,20000,0.002228826151560178
6,KnockoffNet,25000,0.004457652303120356
7,KnockoffNet,40000,0.008358098068350668
8,KnockoffNet,50000,0.005200594353640416
0,KnockoffNet,250,0.0003714710252600297
1,KnockoffNet,500,0.0003714710252600297
2,KnockoffNet,1000,0.0014858841010401188
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0137444279346211
6,KnockoffNet,25000,0.0
7,KnockoffNet,40000,0.003714710252600297
8,KnockoffNet,50000,0.0016716196136701336
